,files,tp_cost,tp_fields,tp_list,tp_name,tp_name_check,tp_no_centres,tp_states,tp_trainees
32,Daksha-Skill-Development-Pvt-Ltd.pdf,"1,35,00,000","Manufacturing, Leather & Textiles, Healthcare, Building & Construction","1         Daksha Skill Development Pvt. Ltd. Proposing Organization Daksha Skill Development Pvt. Ltd. Implementing Agency Daksha Skill Development Pvt. Ltd. No. of Trainees in 10 years  50,380 No. of Centres 6 centers Location(s) Pune, Delhi/NCR Sectors Targeted Manufacturing, Leather & Textiles, Healthcare, Building & Construction Project Cost  Rs 1,35,00,000  Sourcing Model Applicant would be identifying pockets of bulk candidates, from the identified zones and states. It could be either institutes like Applicant also looking at building sourcing partners. Target trainee segment would include: School Dropout /8th / 10th pass ITI/Diploma Engineer Proposal Summary ",Daksha Skill Development Pvt. Ltd.,Daksha Skill Development Pvt. Ltd. Implementing Agency Daksha Skill Development Pvt. Ltd.,6,"Pune, Delhi/NCR","50,380"
33,Datapro.pdf,4.79 Crore,"Organized Retail, BFSI","   1 Yuva Mithra   Proposal Summary  Proposing Organization(s) Consortium consisting of 1. Datapro Computers Pvt. Ltd. 2. S.R.K. Innovative School of Information Pvt Ltd (SRKISI)  Implementing Agency Datapro Computers Pvt. Ltd.   No. of Trainees in 10 years 1,21,600 in 10 years  No. of Centres 60 centers over a period of 10 years  Location(s) PAN India   Sectors Targeted Organized Retail, BFSI   Project Cost Rs. 4.79 Crore  Revenue Model Projected revenue for 10 years period: 120.99 crores Training Fee  Self Financing (70%), Government Sponsored (30%)  Operating Model   Delivery  The program will be conducted in offline mode through classroom contact i.e. Instructor led training   Content Development - A team of expert will review the curriculum. The curriculum for the courses has already been prepared.   Assessment & Certification  Datapro is a partner of KSOU. Apart from that once it becomes NSDCTMs partner, it will abide by SSC formed under NSDC.   Placement  Assured placement of 70% to be provided through recruitment partners ",1 Yuva Mithra   Proposal Summary,(s) Consortium consisting of 1. Datapro Computers Pvt. Ltd. 2. S.R.K. Innovative School of Information Pvt Ltd (SRKISI)  Implementing Agency Datapro Computers Pvt. Ltd.,60,PAN India,"1,21,600"
34,Deep-Training-Institute-Pvt-Ltd.pdf,"3,00,00,000","Automotive, Electronics, Building & Construction, Agriculture","1       Deep Training Institute Pvt. Ltd Proposing Organization Deep Training Institute Pvt. Ltd Implementing Agency Deep Training Institute Pvt. Ltd No. of Trainees in 10 years  78246  No. of Centres 2 centers Location(s) Alwar,  Quarter, Khairthal, Bhiwadi,   Sectors Targeted Automotive, Electronics, Building & Construction, Agriculture Project Cost  Rs 3,00,00,000 Sourcing Model Help of Sarpanch: The Sarpanch shall Help in Identifying unemployed, School dropout trainees to the concern training center. Letters have been from the Sarpanchs for their support to this initiative. Pamphlet Distribution: main promotion of courses will be done through distributing pamphlet in local newspaper, rural coaching Institute, retired teacher community etc. Tele-calling Radio: Advertisements shall be done through FM radio within 50 to 60 kms radius area Employment Exchange: We are regularly in touch with employment exchange where unemployed youth registers for seeking jobs. We communicate with them to get employed after completing technical training & also organize workshops, job fare with industrial participation to motivate rural youth to go for skill training. Proposal Summary ",Deep Training Institute Pvt. Ltd,Deep Training Institute Pvt. Ltd Implementing Agency Deep Training Institute Pvt. Ltd,2,"Alwar,  Quarter, Khairthal, Bhiwadi,",78246
35,Delphi-Computers.pdf,,,,Delphi-Computers.pdf,,,,
36,Deshpande_Educational_Trust.pdf,,"Electronics, Entrepreneurship, IT, BFSI, Agriculture,Construction, Education, Management (NGO)","2DeshpandeEducational TrustProposingOrganizationDeshpandeEducational TrustImplementingAgencyDeshpandeEducational TrustLocation :North KarnatakaNo. of Trainees in 10years50,650Sectors TargetedElectronics, Entrepreneurship, IT, BFSI, Agriculture,Construction, Education, Management (NGO)Proposal Summary",DeshpandeEducational Trust,DeshpandeEducational TrustImplementingAgencyDeshpandeEducational TrustLocation :,,"Location :North KarnatakaNo. of Trainees in 10years50,650",
37,Dhanush EnggServices.pdf,4.67Crore,Building & Construction,"1DhanushEnggServices(India) Pvt.Ltd.ProposingOrganizationDhanushEnggServices(India) Pvt. Ltd.ImplementingAgencyDhanushEnggServices(India) Pvt. Ltd.No. of Trainees in 10 years 81,674  in 10 yearsNo. of Centres18 centers (6 fixed and 12 mobile)Location(s)Hyderabad, Delhi, Thrissur, Pune, Bhopal and BangaluruSectors TargetedBuilding & ConstructionProject Cost Rs. 4.67CroreRevenue ModelTraining feefrom the candidatesSourcing of traineesProposal plans to target BE/B. Tech. and diploma passed students for training in advanced coursesOnline marketing, newspaper advt., pamphlets during fairs, seminars etc. Also tie-up with college/institutes for sourcing traineesDigital marketing, word-of-mouth and direct marketing at various Engineering and Diploma institutesDirect contact at various villages/towns through camps, NGOs and advertisements through pamphlets and banners etc.ProposalSummary",DhanushEnggServices(India) Pvt.Ltd.,DhanushEnggServices(India) Pvt. Ltd.ImplementingAgencyDhanushEnggServices(India) Pvt. Ltd.,18  (6 fixed and 12 mobile),"Hyderabad, Delhi, Thrissur, Pune, Bhopal and Bangaluru","81,674"
38,Dialogue in the Dark.pdf,8.71 Crores,,"1Dialogue in the DarkProposingOrganizationACE Experiences Asia Private LimitedImplementingAgencyACE Experiences Asia Private LimitedObjective of the ProjectSensitize the society on the abilities of the disabled community through an exhibition experienceCreate job pledge and job opportunitiesfor people with disability (PWD) from the corporates post sensitizationIdentification of job roles for corporates which can be performed by PWDsLaunch an online portal, Take 1, which will bring together potential employers, People with Disability, training providers, NGOs, Government agencies and create employment opportunities for People with DisabilityStandardization of training content for training of PWDsNo. of Placed in 10 years 50,098 in 10 yearsNo. of Centres5 centersLocation(s)Hyderabad, Bangalore,Chennai, Mumbai, Pune, DelhiSectors TargetedAutomotive, Education,Healthcare, Animation and Gaming, Engineering (Electrical), Hospitality, BFSI, Food Processing, Retail, IT/ITeS(BPO), Gems and Jewelry and TelecomProject Cost Rs8.71 CroresRevenue ModelFee from people visiting the workshops and exhibitions.Sponsorship from corporates and individuals. Ad revenue from Take1TM portalProposal Summary",Dialogue in the Dark,"ACE Experiences Asia Private LimitedImplementingAgencyACE Experiences Asia Private LimitedObjective of the ProjectSensitize the society on the abilities of the disabled community through an exhibition experienceCreate job pledge and job opportunitiesfor people with disability (PWD) from the corporates post sensitizationIdentification of job roles for corporates which can be performed by PWDsLaunch an online portal, Take 1, which will bring together potential employers, People with Disability, training providers, NGOs, Government agencies and create employment opportunities for People with DisabilityStandardization of training content for training of PWDs",5,"Hyderabad, Bangalore,Chennai, Mumbai, Pune, Delhi","50,098"
39,Dinabandhu_Foundation_for_Educational_Research.pdf,,"Electronics and IT Hardware, Organized Retail, CapitalGoods, Auto andAuto Components,Telecom, Plumbingand Security","1DinabandhuFoundation for EducationalResearch& Socio-EconomicDevelopment (D Foundation)ProposingOrganizationDinabandhuFoundation for Educational Research &Socio-Economic Development (D Foundation)ImplementingAgencyDinabandhuFoundation for Educational Research &Socio-Economic Development (D Foundation)No. of Trainees in 10years70,818Sectors TargetedElectronics and IT Hardware, Organized Retail, CapitalGoods, Auto andAuto Components,Telecom, Plumbingand SecurityProposal Summary",DinabandhuFoundation for EducationalResearch& Socio-EconomicDevelopment (D Foundation),DinabandhuFoundation for Educational Research &Socio-Economic Development (D Foundation)ImplementingAgencyDinabandhuFoundation for Educational Research &Socio-Economic Development (D Foundation),,,
40,Domestic Workforce Services Pvt Ltd [Compatibility Mode].pdf,4.55Crores,Informal Sector,"1Domestic Workforce Services Pvt. Ltd.ProposingOrganizationDomesticWorkforce Services Pvt. Ltd.ImplementingAgencyDomesticWorkforce Services Pvt. LtdNo. of Trainees in 10 years 55,764  in 10 yearsNo. of Centres7centers across four locations by end of 3rdyearLocation(s)Delhi, Hyderabad, Pune and BangaloreSectors TargetedInformal SectorProject Cost Rs4.55CroresBusiness Model-Trainingfee from trainees -One-time registration fee from employers for logging into the portal-Placement fee-Replacement fee charged to employers for replacement after 3 months-Staffing revenue charged to clients/associates for staffing trained candidates. Staffing revenue would be realized from 2ndyear (Q3) of operationsProposal Summary",Domestic Workforce Services Pvt. Ltd.,DomesticWorkforce Services Pvt. Ltd.ImplementingAgencyDomesticWorkforce Services Pvt. Ltd,7 across four locations by end of 3rdyear,"Delhi, Hyderabad, Pune and Bangalore","55,764"
41,E Herex Technologies.pdf,6.14Crore,"OrganizedRetail, Agriculture, Automobile, Gems & Jewelry, Telecom","1E-HerexSkillsProposingOrganizationE-HerexTechnologies Pvt. Ltd.ImplementingAgencyE-HerexTechnologies Pvt. Ltd.No. of Trainees in 10 years 1,24,371  in 10 yearsNo. of Centres34 centresLocation(s)Madhya Pradesh, Uttar Pradesh and ChhattisgarhSectors TargetedOrganizedRetail, Agriculture, Automobile, Gems & Jewelry, TelecomProject Cost Rs. 6.14CroreRevenue Model-Course fee charged to students-Placement fees charged to employers for Retail and Gems & Jewelry sector-Assessment Fee charged to studentsSourcing Model-Students to be mobilized through seminar sessions at training institutes, job fairs, conducted by employment exchange at least once in a year-E-Herexworks through a network of NGOs that identify and mobilize candidates. They also propose a referral scheme for students-Mass Advertising: Arranging group seminars/Mass counselling sessions, print media, electronics media, hoarding, brochures, pamphlets etc.Proposal Summary",E-HerexSkills,E-HerexTechnologies Pvt. Ltd.ImplementingAgencyE-HerexTechnologies Pvt. Ltd.,34,"Madhya Pradesh, Uttar Pradesh and Chhattisgarh","1,24,371"
42,EOI_Cultural_Skill_Mapping.pdf,,,"1     EXPRESSION OF INTEREST     National Cultural Skill Mapping                 `                         2  TABLE OF CONTENTS  Background and Introduction ......................................................................................................... 3 Scope of Work 1. Format for proposal for National Cultural Skill Mapping ........................................................... 5 2. Eligibility Criteria ........................................................................................................................ 6 3. Submission of Proposal .............................................................................................................. 6 4. Clarifications on EOI Documents ................................................................................................ 8 5. Evaluation .................................................................................................................................... 9 6. General ......................................................................................................................................... 9                                    3  National Skill Development Corporation (N.S.D.C) invites application from agencies as knowledge partners for national cultural skill mapping and development of parallel programs to re-position skills from the traditional knowledge sector. The programs and strategies under this initiative will address a vast number of the issues of sustainable livelihood, skill up-gradation, innovative sustainable job creation and balanced development.   Background and Introduction Skills from the sector of traditional knowledge would refer to a set of practices and innovations developed by local communities over time and are in  constant state of change also called in colloquial language as .  A considerable number of these traditional skills are valuable for the contemporary society and such practices will have to be conserved by upgrading and capacity building of local population. These skills have borne the brunt of colonization, urbanization, globalization and migration leading to depletion of traditional consumer base and lowering the ranks of persons who wish to carry on the tradition. In many ways this is leading to deskilling and diminishing of these skilled communities. Agencies throughout the world are seeking innovative solutions to preserve skills belonging to the sector of traditional knowledge, thus there is a pressing need to initiate a course of action that will pave the way for economic viability and generate sustainable livelihood for the skill bearers which enable them to be closer to contemporary economic frameworks.   National cultural skill mapping is a comprehensive study to define, categorise and examine traditional, creative and cultural industries, including traditional handicraft, cultural heritage, performing art, visual arts and other dying arts. This activity will help create detailed methodologies to optimise economic potential of the sector through relevant skill mapping.     4   Scope of Work  It is envisioned that this exercise will percolate into local job creation hand in hand with ecological based development to sustain social groups in their own environment and prevent migration.  The larger frame of reference would indeed cover activities ranging from practices related to agriculture, natural resources and habitats that get manifested in crafts, performing arts, festivities, linguistics, healing practices, rituals, lifestyles and range of activities that have sustained local communities in synergy with environment. One of the objectives of the project would be empowerment of local community, ecological development, and capacitate endorsement of democracy at grassroots.  First Phase  The first phase will include the following activities: 1. Identifying three states for national cultural skill mapping from either the northern, southern or central region of India (which the proposed knowledge partner agency in its proposal will need to describe and suggest). Refer to the list of states below.  North (Assam, Bihar, Himachal Pradesh, Jammu and Kashmir, Punjab, Rajasthan, and Uttar Pradesh, West Bengal)  South (Andhra Pradesh, Karnataka, Kerala, Maharashtra and Tamil Nadu)  Central (Gujrat, Madhya Pradesh and Odisha)  2. District wise Skill mapping would be done for all the three states.  3. Illustration of methodologies of mapping traditional knowledge skills in the suggested states.  4. The re-positioning skill program will include capacity building, local job creation, cultural sensitivity and cultural impacts including gender roles and ensuring responsible ecological and well balanced development.   5. The cultural skill mapping and the re-positioning skill development program will ensure inclusion of a wide spectrum of stakeholders from various fields such as private corporate players, NGOs, educational institutions, private individuals, grass root governing bodies, intergovernmental agencies both at the central and state levels to come in and play significant roles.  5    1.   1. Contents of EOI Application (one copy) 1.1 Introduction:  Background of the Applicant Organisation(200 words) 1.2 Organizational Contact Details Applicant Organizational Contact Details Name of Entity>8  Address>8  Contact Person>8 (Name & Designation)  Telephone>8  Fax>8  Email>8    1.2. The Second Section will include the following elements (Outer word limit for the second section will be 1500 words):  i) Defining methodology for  national cultural skill mapping ii) The proposal will need to incorporate a paragraph on the ways to use data drawn from the mapping; keeping in mind diversities in cultural and social contexts in despaired geographical frames of reference iii)  Identify specific districts within the states suggested above for the launch of first phase iv) Identify specific traditional knowledge skills and communities associated with them in the suggested states v) Specify local community actors and organizations who could be involved in execution and monitoring the programs on ground in the suggested states.  vi) The proposal will need to describe methodologies to execute skill up-gradation, capacity building as well as job creations to ensure sustainable 6  livelihood, and conservation of selected skills from the sector of Traditional knowledge. As far as possible the suggested livelihood programs should be locally based.  vii) The Applicant Organisation shall prepare a comprehensive activity plan. The duration of the Project should be clearly stated, with details on beginning and end of the Project. In no case should it be longer than 18 weeks. 2.   The eligibility criteria will be as follows:   a. The bidder should be an organisation, registered with registrar of companies/ registrar of societies, anywhere in India and should have mandatory valid approvals for running the organisation.   b. The organisation or any of the consortium partners for this EOI is not undergoing period of any blacklisting from any organisation.     3.   3.1 The proposal from the interested organisation will be submitted under sealed cover.   The following should be clearly mentioned on the sealed cover: -  (i) Response to the EOI for National Cultural Skill Mapping dated 27/08/2015  (ii) Name of the organisation with address and stamp  3.2 The proposals from the interested eligible organisation shall be accepted at the following address up to 1700 Hrs (Indian Standard Time) on 30/09/2015   The proposal shall be addressed to  Kamakshi Kapur Coordinator-Program Development National Skill Development Corporation, Block A, Clarion Collection (Qutab Hotel) Shaheed Jeet Singh Marg,  7  New Delhi-110016 Tel: +91-11-47451600-10(121)  Fax: +91-11-46560417  3.3 The proposal may be sent by post or delivered in person to the above mentioned address. The responsibility for ensuring that the proposals are delivered in time would vest with the Applicant Organisation. NSDC shall not be responsible if the proposals are delivered late or elsewhere.   3.4 Proposals received either by post or courier service or in person after the specified date and time will not be opened or considered. NSDC, at its discretion, may extend the deadline for the submission of the proposals.   3.5 DOCUMENTS TO BE SUBMITTED IN THE OFFER   The organisation is required to furnish the following documents:  (i) Certificate of Registration in support of para 2(a) above.   (ii) Copy of the charter documents of the Applicant Organisation.  (iii) List of mandatory approvals required as per para 2(a) above along with copy of the      said approvals including PAN / TAN, memorandum of association and articles of association.  (iv) Certificate from scheduled bank / practicing chartered accountant in support of para 2(b) above. The said certificate must not be more than 1 month old from the date of opening of bids.    (v) Latest Audited Annual report of the organisation.   (vi) Copy of EOI & clarifications issued by NSDC to this EOI, if any, duly signed and stamped on each page by the authorized signatory of the organisation as a mark of acceptance of all conditions of the EOI.    (vii)   Board resolution in favor of authorized signatory authorizing him to correspond    with NSDC for this EOI.   viii) Copy of MOU with the consortium partner, if any. Note  In case of many consortium partners, each of the consortium partners will be jointly and severally responsible for any matter relating to this bid and matters related thereto.  8  ix) Valid proof of signature evidenced by submitting a copy of valid government ID containing authorised signatory     Note:-   a) All papers which are photocopies and submitted as part of the proposal shall be duly attested by the Authorised Signatory of the Applicant Organisation.  b) Each of the pages of the proposal submitted will be signed and stamped by the Authorized Signatory of the Applicant Organisation.  c) Each page of the proposal should be duly numbered and total number of pages in the proposal should be clearly mentioned in the proposal. Index of the documents submitted in this EOI should be given and location of the documents submitted should be clearly mentioned in the Index so that evaluation committee is able to easily locate them.  4.   4.1  The prospective bidder organisation requiring any clarification on this document shall notify NSDC in writing at  Mailing Address:   Kamakshi Kapur Coordinator-Program Development National Skill Development Corporation, Block A, Clarion Collection (Qutab Hotel) Shaheed Jeet Singh Marg, New Delhi-110016 Tel: +91-11-47451600-10(121)  Fax: +91-11-46560417 or by email at kamakshi.kapur@nsdcindia.org. Any clarification sought should be submitted latest by T+3 weeks. The clarification sought should specifically contain name, address, telephone number, mobile number, email ID of the authorized signatory of the bidding organization and the name of the organization.     Clarifications sought, are to be asked in the following format:-    Note:- T is the date of issue of EOI on the website of NSDC   S.NO. Clause No. of the EOI Query / Clarification sought Name of the organisation asking the query     9  4.3 Any clarifications issued by NSDC shall form an integral part of this document and shall amount to an amendment of relevant clauses of this document.  5.   5.1 The proposals will be screened based on the eligibility criteria and submission of all the requisite documents as asked for in this EOI.   5.2 The Applicant Organisation meeting the requirement in para 5.1, will be asked to give a presentation and evaluation committee may also inspect the organisation.    6.  6.1 NSDC reserves the right to accept or reject any or all proposal(s) or to annul the  process and reject all proposals, at any time prior to award of facilities without assigning any reason whatsoever and without thereby incurring any liability to the affected organisation   6.2 Any effort by an organisation to influence the proposed comparison/evaluation/ award of facilities by way of overt/covert canvassing shall result in non-consideration / rejection of its proposal.  6.3 NSDC reserves the right to change the schedule of dates/time stated in this EOI.  Changes, if any, will be displayed on the website of NSDC. As such, the Applicant Organisations are requested to regularly check the NSDC website.    6.4 In case of any dispute, courts in New Delhi shall have exclusive jurisdiction.   6.5 The responsibility of giving truthful information without concealing any facts is that of the applicant organisation.  In case at any stage, it is found that any information given by the applicant organisation is false/ incorrect / concealed, then NSDC shall have the absolute right to take any action as deemed fit including but not limited to blacklisting of the bidding applicant organisation along with its consortium partners, without incurring any liability towards the affected applicant organisation on the   6.6 The submissions / commitments given by the bidding applicant organisation in response to this EOI / during or after award of offer by NSDC will be binding on the applicant organisation and would be an integral part of the terms and conditions of grant of offer by NSDC.    6.7   NSDC may cancel this EOI, in whole or in part, at any time 10  6.8   NSDC may obtain assistance of others in fulfilment of its responsibilities in regards to the evaluation of responses to this EOI 6.9 NSDC may disqualify proposals that it seems to be non-responsive 6.10 NSDC may seek clarification of elements bidding (applicant) organisations proposals 6.11 All the proposals shall become the property of NSDC    11   ",EOI_Cultural_Skill_Mapping.pdf,,,,
